inchikey,smiles,pchembl,chembl_id,selfies
ADJAFFUBCICGDS-CPCREDONSA-N,CNc1cccc(N2C(=O)N(c3cccc(NC)c3)[C@@H](Cc3ccccc3)[C@@H](O)[C@@H]2CCc2ccccc2)c1,6.11,CHEMBL180655,[C][N][C][=C][C][=C][C][Branch2][Branch1][Ring1][N][C][=Branch1][C][=O][N][Branch1][=N][C][=C][C][=C][C][Branch1][Ring1][N][C][=C][Ring1][Branch2][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring1][#Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring2][Branch1]
ADJAFFUBCICGDS-XWHIBYANSA-N,CNc1cccc(N2C(=O)N(c3cccc(NC)c3)[C@H](Cc3ccccc3)[C@H](O)[C@H]2CCc2ccccc2)c1,8.31,CHEMBL181166,[C][N][C][=C][C][=C][C][Branch2][Branch1][Ring1][N][C][=Branch1][C][=O][N][Branch1][=N][C][=C][C][=C][C][Branch1][Ring1][N][C][=C][Ring1][Branch2][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C@H1][Ring2][Ring1][#Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring2][Branch1]
ADLGOPUKTLNJAY-NPCUJANDSA-N,O=C1N[C@H](Cc2ccccc2)[C@@H](O)[C@H](O)[C@]23CC[C@H](CC2)N13,4.68,CHEMBL119973,[O][=C][N][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@][C][C][C@H1][Branch1][Branch1][C][C][Ring1][=Branch1][N][Ring2][Ring1][Branch1][Ring1][#Branch1]
AEFWIFOEKCTWHN-SSNHPIBPSA-N,Cc1nc(COC(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3ccc(F)cc3)C[C@H]2C(=O)NC(C)(C)C)C(C)C)cs1,,CHEMBL122011,[C][C][=N][C][Branch2][=Branch1][#Branch2][C][O][C][=Branch1][C][=O][N][C@H1][Branch2][Branch1][#Branch2][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C][N][C][C][N][Branch1][=N][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C@H1][Ring1][=C][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][C][=C][S][Ring2][Ring2][P]
AEHKWDXPWMVZCP-UHFFFAOYSA-N,Cc1ccc(COCC(OCc2ccc(C)cc2)C(O)C(O)C(COCc2ccc(C)cc2)OCc2ccc(C)cc2)cc1,5.16,CHEMBL261987,[C][C][=C][C][=C][Branch2][Branch1][#Branch2][C][O][C][C][Branch1][=C][O][C][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][#C][C][O][C][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][O][C][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring2][O]
AEJMIBHXONFIJT-SZSCFNLPSA-N,COc1ccc(CN[C@@H](C(=O)N[C@H]2c3ccccc3C[C@H]2O)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CCc2nc3ccccc3[nH]2)C(C)(C)C)cc1,8.03,CHEMBL292789,[C][O][C][=C][C][=C][Branch2][=Branch1][#C][C][N][C@@H1][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C@H1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=Branch2][O][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring2][Branch1][=Branch1]
AEKAXOFUKMZAOP-ADIDXWPESA-N,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)C(F)(F)C(=O)N[C@@H](C(=O)OC(C)(C)C)C(C)C,8.22,CHEMBL19545,[C][C][Branch1][C][C][C@H1][Branch1][S][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch2][Ring1][=Branch1][C][C][=C][C][=C][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=C][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][C][=Branch1][C][=O][N][C@@H1][Branch1][=C][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][C]
AENNKGPSWPTNCT-ACNARKAVSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1C=CC[C@H]1O,8.02,CHEMBL167022,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=C][C][C@H1][Ring1][Branch1][O]
AENNKGPSWPTNCT-CAKRBILKSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1C=CC[C@H]1O,8.02,CHEMBL444057,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][C][=C][C][C@H1][Ring1][Branch1][O]
AENNKGPSWPTNCT-OIJLGNSKSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1C=CC[C@@H]1O,8.02,CHEMBL138336,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=C][C][C@@H1][Ring1][Branch1][O]
AENNKGPSWPTNCT-RTJMFUJLSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H]1C=CC[C@H]1O,8.02,CHEMBL421019,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][C][=C][C][C@H1][Ring1][Branch1][O]
AEOKJTYSPBJKOJ-KFZSMJGVSA-N,CC(C)(C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)COc1ccc2ccccc2c1,8.89,CHEMBL334985,[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2]
AEPFEKCKSRFWJD-UHFFFAOYSA-N,CC1(C)CC2(CC(C)(C)c3cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c32)c2cc(O)c([N+](=O)[O-])cc21,4.6,CHEMBL303764,[C][C][Branch1][C][C][C][C][Branch2][Ring2][Branch1][C][C][Branch1][C][C][Branch1][C][C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Branch1][C][O][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=N][Ring2][Ring1][C][C][=C][C][Branch1][C][O][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][#Branch2][Ring2][Ring1][#C]
AEVMGVUMZFUSEL-XTEPFMGCSA-N,COc1ccc(S(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCc2ccc(O)c(OC)c2)C2CC2)cc1,7.49,CHEMBL4865101,[C][O][C][=C][C][=C][Branch2][Branch1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch2][Ring2][Branch2][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][C][=C][C][=C][Branch1][C][O][C][Branch1][Ring1][O][C][=C][Ring1][=Branch2][C][C][C][Ring1][Ring1][C][=C][Ring2][Ring2][=Branch1]
AEYJPZVXCDVBGM-UHFFFAOYSA-N,CC(C)CC1(c2ccccc2)CC(=O)C(SCCc2ccccc2)=C(O)O1,5.92,CHEMBL121976,[C][C][Branch1][C][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][C][Branch1][N][S][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Branch1][C][O][O][Ring2][Ring1][#Branch1]
AEZZCFDDKMKSKI-UHFFFAOYSA-N,COC(=O)C(Cc1ccccc1)NC(=O)C1CC(=O)N1C(Cc1ccccc1)C(=O)NCC(C)C,,CHEMBL196978,[C][O][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][N][Ring1][Branch1][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][Branch1][C][C][C]
AFADAHDIMYWAFH-UHFFFAOYSA-N,CCc1c(SC2=C(O)OC(CCc3ccccc3)(c3ccccc3)CC2=O)sc2ccccc12,7.55,CHEMBL61755,[C][C][C][=C][Branch2][Ring2][Branch1][S][C][=C][Branch1][C][O][O][C][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch1][=O][S][C][=C][C][=C][C][=C][Ring2][Ring1][S][Ring1][=Branch1]
AFIFJGGSLNWYAE-WXTKOERCSA-N,COc1ccc(S(=O)(=O)N(CC2CCCC2)C[C@@H](O)CN(CCc2ccccc2)C(=O)NC2CCc3ccccc32)cc1,5.0,CHEMBL332806,[C][O][C][=C][C][=C][Branch2][Branch1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][=Branch2][C][C][C][C][C][C][Ring1][Branch1][C][C@@H1][Branch1][C][O][C][N][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C][=C][Ring2][Ring2][=Branch2]
AFJXCHNRSQQDSV-ZRTHHSRSSA-N,C=CCN1C(=O)N(Cc2ccc3ccccc3c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1,8.85,CHEMBL313732,[C][=C][C][N][C][=Branch1][C][=O][N][Branch1][S][C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Ring2][Ring1][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
AFKQUVQSWBSNKC-UHFFFAOYSA-N,CCOC(=O)c1cccc(OCCCc2c(O)oc3ccccc3c2=O)c1,5.85,CHEMBL328732,[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring1][#Branch1][O][C][C][C][C][=C][Branch1][C][O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O][=O][=C][Ring2][Ring1][=Branch1]
AFMCIMPHUYMJRM-KMSCUOMXSA-N,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3ccccc3)C[C@H]2C(=O)NC(C)(C)C)C(C)C)cs1,,CHEMBL118590,[C][C][Branch1][C][C][C][=N][C][Branch2][=Branch1][#Branch2][C][N][Branch1][C][C][C][=Branch1][C][=O][N][C@H1][Branch2][Branch1][#Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C][N][C][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=N][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][C][=C][S][Ring2][Ring2][P]
AFVXCMZTRNKQLP-OQOOGSQVSA-N,CC(C)(C)NC(=O)[C@@H]1CN(S(=O)(=O)c2cccc3cccnc23)CCN1C[C@@H](O)C[C@@H](Cc1ccncc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,10.82,CHEMBL433165,[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C@@H1][C][N][Branch2][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][N][=C][Ring1][#Branch2][Ring1][=Branch1][C][C][N][Ring2][Ring1][Ring1][C][C@@H1][Branch1][C][O][C][C@@H1][Branch1][#Branch2][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=Branch2][O]
AGGNYZIJBXLTGB-XTEPFMGCSA-N,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](CSc1ccc2ccccc2c1)NC(=O)c1cccc(O)c1Cl,7.82,CHEMBL162065,[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@@H1][Branch1][C][O][C@H1][Branch1][P][C][S][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][Cl]
AGGZKTQUDDBSTB-UHFFFAOYSA-N,Cc1cc(-c2cc(O)c(SCc3ccccc3)c(=O)o2)cc(C)c1O,6.6,CHEMBL14437,[C][C][=C][C][Branch2][Ring1][O][C][=C][C][Branch1][C][O][=C][Branch1][O][S][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][Ring1][S][=C][C][Branch1][C][C][=C][Ring2][Ring1][#Branch1][O]
AGHDGSLAODJMKF-FEXJNCDCSA-N,CC(C)[C@H](NC(=O)/C=C/c1ccccn1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)/C=C/c1ccccn1)C(C)C,9.0,CHEMBL113451,[C][C][Branch1][C][C][C@H1][Branch1][S][N][C][=Branch1][C][=O][/C][=C][/C][=C][C][=C][C][=N][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][S][N][C][=Branch1][C][=O][/C][=C][/C][=C][C][=C][C][=N][Ring1][=Branch1][C][Branch1][C][C][C]
AGHVKOYOAZXYOP-UHFFFAOYSA-N,CCC(C1=C(O)OC2(CCCCC2)CC1=O)c1ccccc1,6.11,CHEMBL143401,[C][C][C][Branch2][Ring1][=Branch1][C][=C][Branch1][C][O][O][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][C][Ring1][N][=O][C][=C][C][=C][C][=C][Ring1][=Branch1]
AGIZTRWBPPVJAN-RFLFVGJXSA-N,CC(C)CCCC(C)C1CCC2C3CC=C4CC(OC(=O)Nc5cc(S(=O)(=O)O)cc6cc(S(=O)(=O)O)cc(O)c56)CC[C@]4(C)C3CC[C@]12C,7.22,CHEMBL312014,[C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][C][C][C][C][C][C][C][=C][C][C][Branch2][Ring2][=N][O][C][=Branch1][C][=O][N][C][=C][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O][=C][C][=C][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O][=C][C][Branch1][C][O][=C][Ring2][Ring1][Ring1][Ring1][O][C][C][C@][Ring2][Ring1][=N][Branch1][C][C][C][Ring2][Ring2][C][C][C][C@][Ring2][Ring2][=Branch2][Ring2][Ring2][=Branch1][C]
AGTAFMHGZWVOJS-OWIVKRMQSA-N,CCCC[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)OC(C)(C)C)CCCCOc2ccc(cc2)C[C@@H]([C@H](O)CN(CCC(C)C)S(=O)(=O)c2ccc(NC(C)=O)cc2)NC1=O,7.92,CHEMBL127462,[C][C][C][C][C@@H1][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][C][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C@@H1][Branch2][Ring2][#Branch1][C@H1][Branch1][C][O][C][N][Branch1][Branch2][C][C][C][Branch1][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][=C][Ring1][#Branch2][N][C][Ring2][Branch1][Branch2][=O]
AGUKARWMWVIAHL-WKAQUBQDSA-N,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCCN,9.34,CHEMBL97253,[C][C][Branch1][C][C][C@H1][Branch2][Ring2][P][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][N]
AGVUPKAJANWBHS-WIOPSUGQSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(O)c(O)c(O)c1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,9.14,CHEMBL5200806,[C][C][Branch1][C][C][C][N][Branch2][Ring2][Branch2][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2]
AHAVBKNGKPWROK-ZDQTVZPGSA-N,O=C(NC1c2ccccc2C[C@H]1O)[C@@H](C[C@@H](O)[C@@H](OCc1ccccc1)C(=O)NC1c2ccccc2C[C@@H]1O)OCc1ccccc1,8.85,CHEMBL356895,[O][=C][Branch1][S][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Ring1][=Branch2][O][C@@H1][Branch2][Ring2][=Branch1][C][C@@H1][Branch1][C][O][C@@H1][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@@H1][Ring1][=Branch2][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
AHHDYIQPAPRLRB-JYFHCDHNSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2coc3cc(O)c(O)cc23)cn1,5.87,CHEMBL5402197,[C][O][C][=C][C][=C][Branch2][Branch1][#Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][O][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][O][Ring1][Branch2][C][=N][Ring2][Ring2][#Branch1]
AHJRWPCGPKROIL-NAYUSWPISA-N,CCN(Cc1csc(C(C)C)n1)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1,,CHEMBL346593,[C][C][N][Branch1][S][C][C][=C][S][C][Branch1][=Branch1][C][Branch1][C][C][C][=N][Ring1][Branch2][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][C][=C][N][=C][S][Ring1][Branch1]
AHMPQPOFMWFJEZ-TYBYDDOHSA-N,O=C1N(Cc2ccc(CO)cc2)C(COc2ccccc2)[C@H](O)[C@@H](O)C(COc2ccccc2)N1Cc1ccc(CO)cc1,9.64,CHEMBL150769,[O][=C][N][Branch1][=C][C][C][=C][C][=C][Branch1][Ring1][C][O][C][=C][Ring1][Branch2][C][Branch1][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C][Branch1][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring2][Ring2][C][C][C][=C][C][=C][Branch1][Ring1][C][O][C][=C][Ring1][Branch2]
AHMPQPOFMWFJEZ-WZJLIZBTSA-N,O=C1N(Cc2ccc(CO)cc2)[C@H](COc2ccccc2)[C@H](O)[C@@H](O)[C@@H](COc2ccccc2)N1Cc1ccc(CO)cc1,9.64,CHEMBL354502,[O][=C][N][Branch1][=C][C][C][=C][C][=C][Branch1][Ring1][C][O][C][=C][Ring1][Branch2][C@H1][Branch1][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Branch1][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring2][Ring2][C][C][C][=C][C][=C][Branch1][Ring1][C][O][C][=C][Ring1][Branch2]
AHNOJPMGTGPRJW-IZZNHLLZSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2ccc(O)cc2o1)S(=O)(=O)c1ccc(N)cc1,5.52,CHEMBL5413884,[C][C][Branch1][C][C][C][N][Branch2][Ring2][#Branch1][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][O][Ring1][#Branch2][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1]
AHQFJHLAKKUZDL-LJAQVGFWSA-N,COc1ccc(S(=O)(=O)N(CC2CCCC2)C[C@@H](O)CN(CCc2ccccc2)C(=O)Cc2cccc(NS(N)(=O)=O)c2)cc1,7.54,CHEMBL332804,[C][O][C][=C][C][=C][Branch2][Branch1][=C][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][=Branch2][C][C][C][C][C][C][Ring1][Branch1][C][C@@H1][Branch1][C][O][C][N][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][=C][C][=C][C][Branch1][#Branch2][N][S][Branch1][C][N][=Branch1][C][=O][=O][=C][Ring1][O][C][=C][Ring2][Ring2][O]
AHRLMVZLPWBZEY-WIOPSUGQSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc3cc(O)c(O)cc3o2)cn1,5.64,CHEMBL5395311,[C][O][C][=C][C][=C][Branch2][Branch1][#Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][Branch2][O][Ring1][O][C][=N][Ring2][Ring2][#Branch1]
AHSQZQWEKNDRIX-UHFFFAOYSA-N,CCCc1cc(O)c(C(c2cccc(NS(=O)(=O)c3cn(C)cn3)c2)C2CC2)c(=O)o1,8.85,CHEMBL82770,[C][C][C][C][=C][C][Branch1][C][O][=C][Branch2][Ring2][#Branch1][C][Branch2][Ring1][=C][C][=C][C][=C][C][Branch2][Ring1][Ring1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][N][Branch1][C][C][C][=N][Ring1][=Branch1][=C][Ring1][S][C][C][C][Ring1][Ring1][C][=Branch1][C][=O][O][Ring2][Ring1][N]
AIANQOLSSBJVOH-UHFFFAOYSA-N,CCCNS(=O)(=O)Oc1cc(C(C)(C)C)c(SC2=C(O)OC(C)(CCc3ccc(O)cc3)CC2=O)cc1C,8.21,CHEMBL308889,[C][C][C][N][S][=Branch1][C][=O][=Branch1][C][=O][O][C][=C][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][Branch2][Ring1][S][S][C][=C][Branch1][C][O][O][C][Branch1][C][C][Branch1][=C][C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][C][Ring1][P][=O][C][=C][Ring2][Ring1][=N][C]
AIHFOFYSLOCLJP-UHFFFAOYSA-N,OC(C(COCc1ccccc1F)OCc1ccccc1)C(O)C(COCc1ccccc1F)OCc1ccccc1,6.22,CHEMBL121287,[O][C][Branch2][Ring1][#Branch2][C][Branch1][=N][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][Branch1][=N][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
